name,Category,mrp,selling_price,offer_percentage,delivery_time(MIN),quantity,scrape_date,scrape_time,location,Delivery_Charges(Handelling+Delivery),Period,Climate,Surge_charges,Platform,mrp_range,sp_range,Stock
Amul Taaza Homogenised Toned Milk,Milk,29,29.0,0,8,500 ml,2026-03-06,08:53:59,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
Amul Fresh Malai Paneer,Paneer,94,94.0,0,8,200 g,2026-03-06,08:54:12,Beeramguda,27.0,Morning,Clear,No,Blinkit,51-100,51-100,true
FreshtoHome Chicken - Skinless Curry Cut,Chicken,159,159.0,0,8,450 g,2026-03-06,08:54:25,Beeramguda,27.0,Morning,Clear,No,Blinkit,101-200,101-200,true
Sneha Select Boneless Chicken Breast,Chicken,230,225.0,0,8,500 g,2026-03-06,08:54:39,Beeramguda,27.0,Morning,Clear,No,Blinkit,201-300,201-300,true
Super Cool Frozen Skinless Chicken Drumsticksonions(Ulligadda),Chicken,185,185.0,0,8,450 g,2026-03-06,08:54:52,Beeramguda,27.0,Morning,Clear,No,Blinkit,101-200,101-200,true
Organically Grown Onion (Ulligadda),Vegetable,40,35.0,12,8,500 g,2026-03-06,08:55:04,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
Organically Grown Tomato (Desi),Vegetable,36,29.0,19,8,500 g,2026-03-06,08:55:16,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
Desi Tomato (Tamatar),Vegetable,25,17.0,32,8,500 g,2026-03-06,08:55:30,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
Hybrid Tomato (Tamatar),Vegetable,28,18.0,35,8,500 g,2026-03-06,08:55:43,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
FreshToHome Mutton Curry Cut,Meat,549,485.0,11,8,480 g,2026-03-06,08:55:55,Beeramguda,27.0,Morning,Clear,No,Blinkit,500+,301-500,true
Premier Mutton Curry Cut,Meat,630,499.0,20,8,500 g,2026-03-06,08:56:07,Beeramguda,27.0,Morning,Clear,No,Blinkit,500+,301-500,true
Potato (Bangala Dumpa),Vegetable,30,24.0,20,8,500 g,2026-03-06,08:56:20,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
Oraganically Grown Potato,Vegetable,76,59.0,22,8,1 kg,2026-03-06,08:56:32,Beeramguda,27.0,Morning,Clear,No,Blinkit,51-100,51-100,true
Orange Carrot,Vegetable,24,20.0,16,8,500 g,2026-03-06,08:56:45,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
Beetroot,Vegetable,0,0.0,0,0,0.0,2026-03-06,08:56:59,Beeramguda,0.0,Morning,Clear,No,Blinkit,,0-50,false
Green Cucumber (Kheera),Vegetable,29,24.0,17,8,500 g,2026-03-06,08:57:12,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
English Cucumber,Vegetable,29,23.0,20,8,500 g,2026-03-06,08:57:26,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
Sneha Select Table White Eggs,Eggs,70,42.0,40,8,6 pcs,2026-03-06,08:57:40,Beeramguda,27.0,Morning,Clear,No,Blinkit,51-100,0-50,true
Hello Eggs Brown Eggs,Eggs,95,81.0,14,8,6 pcs,2026-03-06,08:57:53,Beeramguda,27.0,Morning,Clear,No,Blinkit,51-100,51-100,true
Licious White Protein Rich Egg,Eggs,85,77.0,9,8,6 pcs,2026-03-06,08:58:06,Beeramguda,27.0,Morning,Clear,No,Blinkit,51-100,51-100,true
Shimla Apple,Fruit,162,127.0,21,8,500 g,2026-03-06,08:58:19,Beeramguda,27.0,Morning,Clear,No,Blinkit,101-200,101-200,true
Red Delicious Apple - Imported,Fruit,173,148.0,14,8,225 g,2026-03-06,08:58:31,Beeramguda,27.0,Morning,Clear,No,Blinkit,101-200,101-200,true
Granny Smith Apple,Fruit,207,165.0,20,8,300 g,2026-03-06,08:58:45,Beeramguda,27.0,Morning,Clear,No,Blinkit,201-300,101-200,true
Banana (Aratipandu),Fruit,27,23.0,14,8,3 pcs,2026-03-06,08:58:59,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
Raw Banana (Aratipandu),Fruit,40,31.0,22,8,3 pcs,2026-03-06,08:59:12,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
Nagpur - Orange,Fruit,67,59.0,11,8,500 g,2026-03-06,08:59:26,Beeramguda,27.0,Morning,Clear,No,Blinkit,51-100,51-100,true
Mini Orange (Imported),Fruit,71,57.0,19,8,200 g,2026-03-06,08:59:39,Beeramguda,27.0,Morning,Clear,No,Blinkit,51-100,51-100,true
Lemon (Nimakaya),Vegetable,45,38.0,15,8,200 g,2026-03-06,08:59:52,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
Green Chilli (Mirapakaya),Vegetable,13,11.0,15,8,100 g,2026-03-06,09:00:06,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
Bottle Gourd (Sorakaya),Vegetable,31,25.0,19,8,400 g,2026-03-06,09:00:20,Beeramguda,27.0,Morning,Clear,No,Blinkit,0-50,0-50,true
Heritage Fresh Paneer,Paneer,0,0.0,0,0,0.0,03-03-2026,23:34:32,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
Heritage Nourish High Protein Paneer,Paneer,150,125.0,17,18,240 g - Pouch,03-03-2026,23:34:43,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,32,32.0,0,20,500 ml - Pouch,03-03-2026,23:34:54,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
Heritage Full Cream Milk,Milk,42,40.0,5,18,500 ml,03-03-2026,23:35:05,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
Arokya Full Cream Milk,Milk,42,40.0,5,19,500 ml,03-03-2026,23:35:17,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
Amul Taaza Toned Milk,Milk,0,0.0,0,0,0.0,03-03-2026,23:35:28,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
Sids Farm Cow Milk,Milk,44,44.0,0,20,500 ml,03-03-2026,23:35:39,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
Sids Farm Buffalo A2 Milk,Milk,63,60.0,5,19,500 ml,03-03-2026,23:35:50,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
Amul Gold Homogenised Standardised,Milk,80,80.0,0,20,1 L,03-03-2026,23:36:01,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
Amul Buffalo Milk,Milk,0,0.0,0,0,0.0,03-03-2026,23:36:11,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
Amul Taaza Homogenised Toned Milk,Milk,0,0.0,0,0,0.0,03-03-2026,23:36:22,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
Amul Fresh Malai Paneer,Paneer,94,94.0,0,19,200 g - Pouch,03-03-2026,23:36:33,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
Super Cool Frozen Skinless Chicken Curry Cut,Chicken,160,160.0,0,21,450 g - Tray Pack,03-03-2026,23:36:43,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,101-200,true
fresho! Chicken Breast Boneless,Chicken,324,210.0,35,22,500 g - (2-4 pcs),03-03-2026,23:36:53,KPHB colony,37.0,Night,Clear,No,BigBasket,301-500,201-300,true
Super Cool Frozen Skinless Chicken Drumsticks,Chicken,185,185.0,0,17,450 g - Tray Pack,03-03-2026,23:37:04,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,101-200,true
"fresho! Red Onion Skinned - Peeled, Small",Vegetable,0,0.0,0,0,0.0,03-03-2026,23:37:14,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
fresho! Onion - Organically Grown,Vegetable,0,0.0,0,0,0.0,03-03-2026,23:37:24,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
"fresho! Tomato - Local, Organically Grown",Vegetable,48,34.5,28,18,1 kg,03-03-2026,23:37:34,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Hybrid, Organically Grown",Vegetable,31,24.8,20,16,500 g,03-03-2026,23:37:45,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Hybrid Tomato,Vegetable,52,41.6,20,21,1 kg,03-03-2026,23:37:55,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,0-50,true
FreshtoHome Premium Tender Goat Curry Cut,Meat,0,0.0,0,0,0.0,03-03-2026,23:38:06,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
fresho! Goat Meat Curry Cut,Meat,600,509.0,15,20,500 g,03-03-2026,23:38:16,KPHB colony,37.0,Night,Clear,No,BigBasket,500+,500+,true
fresho! Potato,Vegetable,44,10.0,77,20,1 kg,03-03-2026,23:38:26,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Potato - Organically Grown,Vegetable,77,35.5,54,20,1 kg,03-03-2026,23:38:36,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,0-50,true
fresho! Carrot  ,Vegetable,19,5.0,74,20,250 g,03-03-2026,23:38:46,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Beetroot,Vegetable,28,10.0,64,20,500 g,03-03-2026,23:38:56,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Cucumber,Vegetable,31,17.5,44,20,500 g,03-03-2026,23:39:07,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! English Cucumber,Vegetable,44,35.2,20,20,500 g,03-03-2026,23:39:18,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
"fresho! Farm Eggs, Regular",Eggs,90,48.0,47,20,6 pcs,03-03-2026,23:39:27,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,0-50,true
fresho! Premium Large White Eggs - Protein & Vitamin Rich,Eggs,200,110.0,45,20,12 pcs,03-03-2026,23:39:38,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,101-200,true
"Farm Eggs-Medium, Brown",Eggs,0,0.0,0,0,0.0,03-03-2026,23:39:48,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
"fresho! Apple - Red Delicious, Premium",Fruit,404,277.0,31,17,4 pcs - (Approx. 600 g -700 g),03-03-2026,23:39:58,KPHB colony,37.0,Night,Clear,No,BigBasket,301-500,201-300,true
fresho! Baby Apple Shimla,Fruit,291,210.0,28,17,1 kg,03-03-2026,23:40:09,KPHB colony,37.0,Night,Clear,No,BigBasket,201-300,201-300,true
fresho! Apple - Green,Fruit,864,636.8,26,17,3 pcs,03-03-2026,23:40:19,KPHB colony,37.0,Night,Clear,No,BigBasket,500+,500+,true
fresho! Banana - Raw Green,Fruit,24,21.12,12,17,6 pcs,03-03-2026,23:40:29,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Nagpur Orange,Fruit,0,0.0,0,0,0.0,03-03-2026,23:40:40,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
fresho! Mini Orange Imported,Fruit,154,84.0,45,20,500 g,03-03-2026,23:40:50,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,51-100,true
fresho! Lemon,Vegetable,43,34.4,20,20,250 g,03-03-2026,23:41:02,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
"fresho! Chilli - Green Long, Medium",Vegetable,17,9.0,47,20,100 g,03-03-2026,23:41:13,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Bottle Gourd,Vegetable,34,27.2,20,20,1 pc - (300 g - 450 g approx.),03-03-2026,23:41:25,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
Heritage Fresh Paneer,Paneer,120,101.0,16,10,200 g - Pouch,04-03-2026,09:45:27,KPHB colony,26.0,Morning,Clear,No,BigBasket,101-200,101-200,true
Heritage Nourish High Protein Paneer,Paneer,150,125.0,17,10,240 g - Pouch,04-03-2026,09:45:40,KPHB colony,26.0,Morning,Clear,No,BigBasket,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,32,32.0,0,10,500 ml - Pouch,04-03-2026,09:45:53,KPHB colony,26.0,Morning,Clear,No,BigBasket,0-50,0-50,true
Heritage Full Cream Milk,Milk,38,38.0,0,10,500 ml,04-03-2026,09:46:05,KPHB colony,26.0,Morning,Clear,No,BigBasket,0-50,0-50,true
Arokya Full Cream Milk,Milk,85,85.0,0,10,1 L,04-03-2026,09:46:18,KPHB colony,26.0,Morning,Clear,No,BigBasket,51-100,51-100,true
Amul Taaza Toned Milk,Milk,75,72.0,4,10,1 L - Carton,04-03-2026,09:46:29,KPHB colony,26.0,Morning,Clear,No,BigBasket,51-100,51-100,true
Sids Farm Cow Milk,Milk,44,44.0,0,10,500 ml,04-03-2026,09:46:42,KPHB colony,26.0,Morning,Clear,No,BigBasket,0-50,0-50,true
Sids Farm Buffalo A2 Milk,Milk,63,60.0,5,10,500 ml,04-03-2026,09:46:53,KPHB colony,26.0,Morning,Clear,No,BigBasket,51-100,51-100,true
Amul Gold Homogenised Standardised,Milk,80,80.0,0,10,1 L,04-03-2026,09:47:04,KPHB colony,26.0,Morning,Clear,No,BigBasket,51-100,51-100,true
Amul Buffalo Milk,Milk,88,88.0,0,10,1 L - Tetra Pak,04-03-2026,09:47:15,KPHB colony,26.0,Morning,Clear,No,BigBasket,51-100,51-100,true
Amul Taaza Homogenised Toned Milk,Milk,75,72.0,4,10,1 L - Carton,04-03-2026,09:47:27,KPHB colony,26.0,Morning,Clear,No,BigBasket,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,76,76.0,0,10,200 g - Pouch,04-03-2026,09:47:37,KPHB colony,26.0,Morning,Clear,No,BigBasket,51-100,51-100,true
Super Cool Frozen Skinless Chicken Curry Cut,Chicken,152,152.0,0,10,450 g - Tray Pack,04-03-2026,09:47:48,KPHB colony,26.0,Morning,Clear,No,BigBasket,101-200,101-200,true
fresho! Chicken Breast Boneless,Chicken,1026,789.0,23,10,1 kg - (4-6 pcs),04-03-2026,09:47:59,KPHB colony,26.0,Morning,Clear,No,BigBasket,,500+,true
Super Cool Frozen Skinless Chicken Drumsticks,Chicken,185,185.0,0,10,450 g - Tray Pack,04-03-2026,09:48:10,KPHB colony,26.0,Morning,Clear,No,BigBasket,101-200,101-200,true
"fresho! Red Onion Skinned - Peeled, Small",Vegetable,109,82.84,24,10,1 kg,04-03-2026,09:48:20,KPHB colony,26.0,Morning,Clear,No,BigBasket,101-200,51-100,true
fresho! Onion - Organically Grown,Vegetable,39,30.0,23,10,1 kg,04-03-2026,09:48:31,KPHB colony,26.0,Morning,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Local, Organically Grown",Vegetable,20,15.2,24,10,1 kg,04-03-2026,09:48:42,KPHB colony,26.0,Morning,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Hybrid, Organically Grown",Vegetable,62,34.5,44,10,1 kg,04-03-2026,09:48:53,KPHB colony,26.0,Morning,Clear,No,BigBasket,51-100,0-50,true
fresho! Hybrid Tomato,Vegetable,37,24.0,35,10,1 kg,04-03-2026,09:49:04,KPHB colony,26.0,Morning,Clear,No,BigBasket,0-50,0-50,true
FreshtoHome Premium Tender Goat Curry Cut,Meat,549,549.0,0,10,480 g,04-03-2026,09:49:14,KPHB colony,26.0,Morning,Clear,No,BigBasket,500+,500+,true
fresho! Goat Meat Curry Cut,Meat,600,509.0,15,10,500 g,04-03-2026,09:49:27,KPHB colony,26.0,Morning,Clear,No,BigBasket,500+,500+,true
fresho! Potato,Vegetable,39,10.0,74,10,500 g,04-03-2026,09:49:40,KPHB colony,26.0,Morning,Clear,No,BigBasket,0-50,0-50,true
fresho! Potato - Organically Grown,Vegetable,23,18.4,20,10,1 kg,04-03-2026,09:49:51,KPHB colony,26.0,Morning,Clear,No,BigBasket,0-50,0-50,true
fresho! Carrot  ,Vegetable,112,85.12,24,10,1 kg,04-03-2026,09:50:03,KPHB colony,26.0,Morning,Clear,No,BigBasket,101-200,51-100,true
fresho! Beetroot,Vegetable,54,41.04,24,10,1 kg,04-03-2026,09:50:14,KPHB colony,26.0,Morning,Clear,No,BigBasket,51-100,0-50,true
fresho! Cucumber,Vegetable,96,48.5,49,10,1 kg,04-03-2026,09:50:29,KPHB colony,26.0,Morning,Clear,No,BigBasket,51-100,0-50,true
fresho! English Cucumber,Vegetable,19,14.93,24,10,500 g,04-03-2026,09:50:39,KPHB colony,26.0,Morning,Clear,No,BigBasket,0-50,0-50,true
"fresho! Farm Eggs, Regular",Eggs,300,183.0,39,10,30 pcs,04-03-2026,09:50:50,KPHB colony,26.0,Morning,Clear,No,BigBasket,201-300,101-200,true
fresho! Premium Large White Eggs - Protein & Vitamin Rich,Eggs,175,95.0,46,10,10 pcs,04-03-2026,09:51:01,KPHB colony,26.0,Morning,Clear,No,BigBasket,101-200,51-100,true
"Farm Eggs-Medium, Brown",Eggs,250,119.0,52,10,10 pcs,04-03-2026,09:51:12,KPHB colony,26.0,Morning,Clear,No,BigBasket,201-300,101-200,true
"fresho! Apple - Red Delicious, Premium",Fruit,367,278.92,24,10,4 pcs - (Approx. 600 g -700 g),04-03-2026,09:51:23,KPHB colony,26.0,Morning,Clear,No,BigBasket,301-500,201-300,true
fresho! Baby Apple Shimla,Fruit,294,223.44,24,10,1 kg,04-03-2026,09:51:34,KPHB colony,26.0,Morning,Clear,No,BigBasket,201-300,201-300,true
fresho! Apple - Green,Fruit,349,265.24,24,10,4 pcs - (Approx .500 g - 650 g),04-03-2026,09:51:45,KPHB colony,26.0,Morning,Clear,No,BigBasket,301-500,201-300,true
fresho! Banana - Raw Green,Fruit,85,64.6,24,10,1 kg,04-03-2026,09:51:56,KPHB colony,26.0,Morning,Clear,No,BigBasket,51-100,51-100,true
fresho! Nagpur Orange,Fruit,119,90.44,24,10,1 kg - (Approx. 6 - 8 pcs),04-03-2026,09:52:07,KPHB colony,26.0,Morning,Clear,No,BigBasket,101-200,51-100,true
fresho! Mini Orange Imported,Fruit,110,83.6,24,10,500 g,04-03-2026,09:52:18,KPHB colony,26.0,Morning,Clear,No,BigBasket,101-200,51-100,true
fresho! Lemon,Vegetable,257,153.0,40,10,1 kg,04-03-2026,09:52:32,KPHB colony,26.0,Morning,Clear,No,BigBasket,201-300,101-200,true
"fresho! Chilli - Green Long, Medium",Vegetable,139,105.64,24,10,1 kg,04-03-2026,09:52:43,KPHB colony,26.0,Morning,Clear,No,BigBasket,101-200,101-200,true
fresho! Bottle Gourd,Vegetable,48,10.0,79,10,1 pc - (Approx. 500 g - 800 g),04-03-2026,09:52:56,KPHB colony,26.0,Morning,Clear,No,BigBasket,0-50,0-50,true
Heritage Fresh Paneer,Paneer,120,101.0,16,10,200 g - Pouch,04-03-2026,15:52:21,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,101-200,true
Heritage Nourish High Protein Paneer,Paneer,150,125.0,17,10,240 g - Pouch,04-03-2026,15:52:31,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,32,32.0,0,10,500 ml - Pouch,04-03-2026,15:52:41,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
Heritage Full Cream Milk,Milk,42,42.0,0,10,500 ml,04-03-2026,15:52:52,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
Arokya Full Cream Milk,Milk,85,85.0,0,10,1 L,04-03-2026,15:53:03,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
Amul Taaza Toned Milk,Milk,75,72.0,4,10,1 L - Carton,04-03-2026,15:53:14,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
Sids Farm Cow Milk,Milk,44,44.0,0,10,500 ml,04-03-2026,15:53:26,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
Sids Farm Buffalo A2 Milk,Milk,60,60.0,0,10,500 ml,04-03-2026,15:53:36,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
Amul Gold Homogenised Standardised,Milk,80,80.0,0,10,1 L,04-03-2026,15:53:46,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
Amul Buffalo Milk,Milk,88,88.0,0,10,1 L - Tetra Pak,04-03-2026,15:53:57,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
Amul Taaza Homogenised Toned Milk,Milk,75,72.0,4,10,1 L - Carton,04-03-2026,15:54:08,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,76,76.0,0,15,200 g - Pouch,04-03-2026,15:54:18,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
Super Cool Frozen Skinless Chicken Curry Cut,Chicken,152,152.0,0,12,450 g - Tray Pack,04-03-2026,15:54:29,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,101-200,true
fresho! Chicken Breast Boneless,Chicken,1026,789.0,23,12,1 kg - (4-6 pcs),04-03-2026,15:54:40,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,,500+,true
Super Cool Frozen Skinless Chicken Drumsticks,Chicken,185,185.0,0,12,450 g - Tray Pack,04-03-2026,15:54:50,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,101-200,true
"fresho! Red Onion Skinned - Peeled, Small",Vegetable,109,82.84,24,10,1 kg,04-03-2026,15:55:01,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,51-100,true
fresho! Onion - Organically Grown,Vegetable,39,30.0,23,10,1 kg,04-03-2026,15:55:11,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Local, Organically Grown",Vegetable,31,23.56,24,10,1 kg,04-03-2026,15:55:22,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Hybrid, Organically Grown",Vegetable,48,34.5,28,10,1 kg,04-03-2026,15:55:32,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
fresho! Hybrid Tomato,Vegetable,37,24.0,35,10,1 kg,04-03-2026,15:55:43,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
FreshtoHome Premium Tender Goat Curry Cut,Meat,549,549.0,0,15,480 g,04-03-2026,15:55:53,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,500+,500+,true
fresho! Goat Meat Curry Cut,Meat,600,509.0,15,15,500 g,04-03-2026,15:56:05,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,500+,500+,true
fresho! Potato,Vegetable,25,10.0,60,10,500 g,04-03-2026,15:56:17,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
fresho! Potato - Organically Grown,Vegetable,23,18.4,20,10,1 kg,04-03-2026,15:56:26,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
fresho! Carrot  ,Vegetable,112,85.12,24,10,1 kg,04-03-2026,15:56:38,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,51-100,true
fresho! Beetroot,Vegetable,54,41.04,24,10,1 kg,04-03-2026,15:56:49,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,0-50,true
fresho! Cucumber,Vegetable,96,48.5,49,10,1 kg,04-03-2026,15:57:01,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,0-50,true
fresho! English Cucumber,Vegetable,74,38.5,48,10,1 kg,04-03-2026,15:57:11,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,0-50,true
"fresho! Farm Eggs, Regular",Eggs,300,225.0,25,10,30 pcs,04-03-2026,15:57:21,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,201-300,201-300,true
fresho! Premium Large White Eggs - Protein & Vitamin Rich,Eggs,175,95.0,46,10,10 pcs,04-03-2026,15:57:32,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,51-100,true
"Farm Eggs-Medium, Brown",Eggs,250,115.0,54,10,10 pcs,04-03-2026,15:57:42,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,201-300,101-200,true
"fresho! Apple - Red Delicious, Premium",Fruit,367,278.92,24,10,4 pcs - (Approx. 600 g -700 g),04-03-2026,15:57:53,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,301-500,201-300,true
fresho! Baby Apple Shimla,Fruit,294,223.44,24,9,1 kg,04-03-2026,15:58:04,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,201-300,201-300,true
fresho! Apple - Green,Fruit,279,245.52,12,9,4 pcs - (Approx .500 g - 650 g),04-03-2026,15:58:15,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,201-300,201-300,true
fresho! Banana - Raw Green,Fruit,57,43.32,24,9,1 kg,04-03-2026,15:58:25,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,0-50,true
fresho! Nagpur Orange,Fruit,119,79.0,34,9,1 kg - (Approx. 6 - 8 pcs),04-03-2026,15:58:36,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,51-100,true
fresho! Mini Orange Imported,Fruit,110,83.6,24,9,500 g,04-03-2026,15:58:47,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,51-100,true
fresho! Lemon,Vegetable,257,195.32,24,10,1 kg,04-03-2026,15:58:59,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,201-300,101-200,true
"fresho! Chilli - Green Long, Medium",Vegetable,139,105.64,24,10,1 kg,04-03-2026,15:59:09,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,101-200,true
fresho! Bottle Gourd,Vegetable,48,10.0,79,10,1 pc - (Approx. 500 g - 800 g),04-03-2026,15:59:20,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
Heritage Fresh Paneer,Paneer,120,101.0,16,18,200 g - Pouch,04-03-2026,23:35:37,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,101-200,true
Heritage Nourish High Protein Paneer,Paneer,150,125.0,17,18,240 g - Pouch,04-03-2026,23:35:48,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,0,0.0,0,0,0.0,04-03-2026,23:35:58,KPHB colony,26.0,Night,Clear,No,BigBasket,,0-50,false
Heritage Full Cream Milk,Milk,42,40.0,5,10,500 ml,04-03-2026,23:36:09,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
Arokya Full Cream Milk,Milk,85,85.0,0,10,1 L,04-03-2026,23:36:21,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
Amul Taaza Toned Milk,Milk,75,75.0,0,10,1 L - Carton,04-03-2026,23:36:31,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
Sids Farm Cow Milk,Milk,0,0.0,0,0,0.0,04-03-2026,23:36:43,KPHB colony,26.0,Night,Clear,No,BigBasket,,0-50,false
Sids Farm Buffalo A2 Milk,Milk,0,0.0,0,0,0.0,04-03-2026,23:36:53,KPHB colony,26.0,Night,Clear,No,BigBasket,,0-50,false
